sexe,age,distance_parcourus_KM,nombre_heure_retard,travail,premiere_fois,nb_heure_travail_semaine,Tutorat,provenance,vehicule,vis_seul,etat_matrimonial,heure_moyenne_sommeil,Nom_cours,classe
0,30,9,17,1,1,25,1,0,0,1,0,5,Fracais 2,1
0,24,16,13,0,0,35,0,4,1,0,1,9,Francais 1,0
1,21,15,22,1,0,24,0,0,0,0,0,9,Langages de programmation avances,1
1,36,17,6,1,0,18,0,0,0,1,1,4,Programmation orientee objet,0
0,32,15,15,1,0,20,0,2,0,0,0,7,Anglais,0
1,25,20,19,0,0,13,0,4,0,1,1,10,Traitement du langage naturel,0
0,39,14,18,0,0,1,0,1,0,0,0,8,Securite informatique,0
0,30,30,23,1,1,31,1,4,1,1,1,4,Intelligence artificielle 2,1
0,18,13,14,0,0,32,0,3,1,1,1,9,Reseaux informatiques,0
1,22,20,4,1,0,8,1,0,1,1,0,5,Application mobile 2,0
1,23,9,24,0,1,0,0,0,1,1,1,9,Reseaux informatiques,1
1,33,11,6,0,1,18,1,0,1,0,0,10,Application mobile 2,0
1,22,12,9,0,1,34,0,1,1,0,0,8,Philosophie 3,1
0,17,18,10,0,1,23,1,2,0,0,0,6,Application mobile 1,0
0,31,23,11,0,1,6,0,0,1,1,1,7,Mathematiques discretes,0
0,28,30,16,0,0,14,0,1,1,0,0,5,Programmation orientee objet,0
0,32,15,7,0,1,15,1,2,1,0,1,8,Peripheriques et objets connectes,1
0,20,21,20,0,0,9,1,1,0,0,1,10,Securite informatique,0
1,37,27,12,0,0,27,1,4,1,1,1,9,Philosophie 2,0
0,17,25,23,0,0,8,0,4,1,0,0,6,Big Data Analytics,1
1,22,19,8,0,1,24,1,3,0,1,1,5,Genie logiciel,0
1,26,19,4,1,0,2,1,0,1,1,1,4,Espagnol,0
1,33,22,9,1,1,16,0,3,1,1,0,5,Genie logiciel,0
1,39,10,21,1,1,31,0,3,1,0,0,6,Peripheriques et objets connectes,0
1,37,18,4,0,1,31,0,3,0,0,1,5,Philosophie 2,0
0,36,23,20,0,0,29,1,2,1,1,0,6,Reseaux informatiques,0
1,39,29,15,0,1,31,0,1,1,1,0,4,Developpement web avance,0
1,32,2,1,1,0,17,0,4,1,0,1,8,Structure de base de donnees,0
0,29,21,17,0,0,33,0,3,0,1,1,6,Philosophie 3,1
1,39,23,9,1,1,14,1,0,0,1,0,9,Developpement web avance,1
1,35,10,23,1,1,9,0,1,0,0,0,8,Mathematiques discretes,1
0,30,14,2,1,0,14,1,0,0,1,0,6,Mathematiques discretes,1
1,36,24,2,1,1,3,0,1,0,1,1,5,Application mobile 1,0
0,30,6,19,1,0,4,0,3,0,0,0,10,Fracais 2,1
0,22,14,0,1,1,29,1,1,0,0,0,5,Intelligence artificielle ethique,1
1,20,12,3,0,0,1,0,0,1,1,0,5,Mathematiques discretes,1
1,31,11,16,1,1,34,0,4,1,0,1,10,Application mobile 2,0
0,27,14,13,0,0,14,0,3,1,1,0,9,Intelligence artificielle 2,0
1,20,28,19,0,0,8,0,1,1,0,0,4,Securite informatique,1
1,37,20,21,0,0,5,0,1,1,1,1,6,Langages de programmation avances,1
1,33,5,21,1,0,31,0,1,1,1,0,6,Peripheriques et objets connectes,0
0,29,15,25,1,1,5,1,2,1,1,0,8,Philosophie 1,0
1,20,26,5,0,1,27,1,2,1,0,0,8,Fracais 2,1
1,32,22,25,1,1,19,0,3,0,1,0,4,Espagnol,0
1,25,24,15,1,0,11,0,1,0,0,1,4,Application mobile 2,1
1,31,23,20,0,1,25,1,0,0,1,1,9,Peripheriques et objets connectes,1
0,20,8,4,0,0,10,0,2,1,0,1,7,Peripheriques et objets connectes,1
0,39,30,0,1,1,19,0,4,1,1,1,7,Philosophie 1,0
0,18,18,8,1,0,22,1,3,1,0,1,8,Structure de base de donnees,1
0,31,14,25,0,1,4,1,2,1,1,1,10,Machine Learning,0
0,40,21,20,1,0,35,1,3,1,0,1,7,Developpement web avance,0
1,23,14,21,1,1,6,1,0,0,0,1,5,Genie logiciel,1
0,30,20,22,0,0,26,0,3,0,0,0,5,Application mobile 2,1
0,19,16,19,1,0,27,1,4,1,0,0,4,Philosophie 1,1
0,33,14,19,1,1,29,0,3,0,1,0,9,Systemes d'exploitation,0
1,21,5,17,1,0,12,1,0,0,0,0,6,Intelligence artificielle 2,0
1,38,9,7,1,0,12,0,0,1,1,1,7,Genie logiciel,1
0,24,23,2,1,0,15,0,0,1,0,0,8,Philosophie 3,0
0,31,25,21,0,1,0,1,1,0,0,1,8,Mathematiques discretes,0
0,19,25,14,0,1,34,1,1,1,0,0,5,Systemes d'exploitation,0
1,30,19,13,1,0,25,0,2,1,0,1,9,Traitement du langage naturel,0
0,37,15,8,0,1,23,0,4,1,0,0,5,Big Data Analytics,1
1,34,15,24,0,1,33,1,4,1,0,0,7,Conception de bases de donnees,1
1,33,25,4,1,0,13,0,3,0,1,1,10,Application mobile 2,0
1,28,29,16,1,0,16,1,4,0,1,1,6,Securite informatique,1
0,28,27,3,1,0,6,0,0,0,1,0,10,Intelligence artificielle ethique,1
0,30,22,15,1,1,10,0,1,0,1,0,10,Philosophie 3,0
0,29,20,8,0,1,28,1,4,1,0,1,7,Big Data Analytics,0
0,28,17,23,1,1,34,0,4,1,0,1,4,Securite informatique,1
0,18,30,17,1,1,24,0,2,0,1,0,4,Anglais,0
1,20,19,19,1,1,32,0,2,0,1,1,5,Application mobile 2,1
0,22,2,4,1,0,15,1,4,0,1,1,4,Securite informatique,1
1,32,23,22,1,1,2,1,0,1,0,1,6,Structure de base de donnees,0
1,23,24,1,1,0,11,0,4,0,0,1,6,Philosophie 3,0
1,17,15,5,0,0,27,1,3,1,0,0,5,Philosophie 3,1
1,35,19,0,0,1,13,1,2,0,0,0,10,Reseaux informatiques,0
0,30,18,15,0,1,31,1,4,0,0,1,4,Developpement web avance,0
0,34,2,23,1,0,6,1,0,1,1,0,10,Programmation orientee objet,0
0,17,17,3,1,0,10,1,2,1,0,0,10,Francais 3,0
0,20,3,9,0,1,21,1,1,0,1,1,9,Intelligence artificielle ethique,1
1,25,29,12,0,1,10,1,3,1,0,1,6,Langages de programmation avances,1
0,32,3,1,0,1,0,1,4,0,0,1,8,Programmation orientee objet,1
0,35,2,25,1,1,20,0,0,0,0,0,10,Reseaux informatiques,0
1,17,19,25,1,0,24,1,3,1,1,1,7,Philosophie 3,1
1,36,21,1,1,0,30,1,4,1,1,1,5,Developpement web avance,0
0,18,22,23,1,1,3,1,2,1,1,0,10,Fracais 2,0
1,26,18,25,0,1,24,0,3,0,1,0,4,Developpement web avance,0
0,28,28,23,0,0,12,1,3,1,0,0,4,Francais 1,0
1,38,14,1,1,0,13,0,4,1,1,1,8,Systemes d'exploitation,1
0,29,3,2,1,1,2,1,2,1,1,1,9,Structure de base de donnees,1
0,19,11,21,1,0,35,1,2,1,0,0,5,Intelligence artificielle 1,1
1,37,28,17,0,0,16,1,0,1,0,1,9,Fracais 2,0
0,18,20,24,1,1,19,0,2,0,0,0,8,Anglais,0
1,22,13,2,1,0,23,0,1,1,1,0,4,Machine Learning,1
0,35,8,25,1,1,8,1,0,1,0,1,4,Robotique,0
0,30,29,22,1,1,29,1,1,1,0,1,4,Structure de base de donnees,0
1,19,15,8,0,1,33,0,0,0,1,0,6,Conception de bases de donnees,0
1,24,23,25,0,1,21,0,2,0,0,1,7,Application mobile 1,1
1,38,5,19,1,1,27,0,1,0,0,0,5,Francais 1,0
1,38,24,16,1,1,2,0,1,0,0,0,5,Philosophie 3,0
1,22,17,8,1,1,9,1,1,1,0,1,5,Intelligence artificielle 1,1
1,38,26,2,1,0,17,0,1,1,0,1,7,Machine Learning,0
1,37,9,13,1,0,22,0,4,0,0,0,8,Philosophie 1,0
1,39,28,15,0,1,18,0,2,0,1,0,4,Francais 3,0
0,23,24,10,1,1,35,0,0,1,1,0,10,Francais 3,0
0,23,28,9,1,0,20,1,1,1,1,0,4,Philosophie 2,1
0,27,5,16,1,1,18,0,1,0,1,1,5,Espagnol,0
1,30,13,10,0,1,8,1,3,1,0,0,10,Structure de base de donnees,0
0,19,7,17,1,1,12,0,1,0,1,1,5,Structure de base de donnees,0
1,25,1,3,1,1,0,1,4,1,1,0,8,Machine Learning,1
0,24,18,3,1,0,21,1,2,1,0,0,5,Mathematiques discretes,0
0,38,27,3,0,0,1,1,3,1,1,1,4,Developpement web avance,1
1,28,3,14,0,1,4,0,2,0,1,0,10,Machine Learning,0
1,21,25,25,1,1,8,1,3,1,0,0,5,Structure de base de donnees,1
1,26,27,13,0,0,10,1,3,0,0,0,8,Systemes d'exploitation,1
0,27,30,18,1,0,35,1,4,0,0,1,4,Application mobile 1,0
1,29,25,0,0,1,35,0,2,0,0,1,8,Developpement web avance,0
0,37,30,4,0,0,21,1,1,0,1,0,4,Traitement du langage naturel,1
1,24,30,3,0,0,34,1,3,1,1,1,10,Philosophie 2,0
0,32,17,8,0,1,12,0,2,1,0,1,6,Systemes d'exploitation,1
0,36,7,19,0,0,14,1,1,0,0,0,9,Application mobile 2,0
0,21,23,9,1,1,22,1,3,1,1,1,8,Mathematiques discretes,1
0,38,3,8,1,1,18,1,1,1,0,0,7,Conception de bases de donnees,1
0,35,12,6,1,0,9,1,1,1,0,0,8,Peripheriques et objets connectes,1
1,31,21,4,0,1,26,0,0,1,0,1,4,Intelligence artificielle 2,0
1,37,20,23,0,0,30,0,1,0,1,0,6,Machine Learning,0
1,33,13,13,1,1,23,1,0,0,0,0,10,Philosophie 3,1
0,32,26,16,1,1,3,0,2,1,1,1,6,Philosophie 1,0
1,20,29,7,0,0,5,0,0,1,1,0,9,Conception de bases de donnees,1
1,35,30,24,1,1,15,0,0,0,0,1,6,Genie logiciel,0
0,39,8,23,0,1,19,0,0,0,1,1,7,Developpement web avance,0
1,31,2,6,1,0,9,1,4,1,1,1,7,Systemes d'exploitation,0
0,37,16,4,0,0,14,0,4,1,0,0,8,Developpement web avance,1
1,22,13,4,1,0,30,0,4,1,1,0,7,Securite informatique,0
0,23,26,19,0,0,11,0,1,1,0,0,10,Intelligence artificielle ethique,0
0,29,21,17,0,0,2,0,4,0,1,0,8,Espagnol,0
0,19,23,13,0,1,16,0,0,1,1,1,6,Intelligence artificielle 2,1
0,31,22,11,1,0,11,0,0,0,0,0,7,Mathematiques discretes,0
0,31,30,0,1,0,23,1,4,1,0,1,10,Philosophie 2,1
0,18,7,14,0,0,14,0,2,1,1,0,10,Intelligence artificielle 2,1
1,20,14,14,1,1,16,0,3,1,0,0,8,Intelligence artificielle 2,0
1,24,29,1,0,1,19,1,3,0,1,0,8,Robotique,0
1,29,16,0,0,1,23,1,0,1,1,1,9,Espagnol,1
1,33,11,0,0,1,21,1,2,1,0,0,9,Algorithmes avances,1
0,27,27,6,0,0,31,0,1,1,1,1,10,Fracais 2,1
1,36,14,12,1,0,1,0,1,1,1,1,7,Philosophie 1,0
1,32,8,4,0,0,23,0,3,1,0,1,6,Structure de base de donnees,0
0,32,29,5,0,1,14,0,3,0,0,0,7,Systemes d'exploitation,1
1,37,2,1,1,1,26,1,4,1,1,0,9,Philosophie 1,1
0,24,30,19,0,1,1,1,1,0,1,0,9,Algorithmes avances,0
1,29,15,24,1,1,2,1,0,1,1,1,10,Philosophie 3,0
1,31,28,0,1,0,21,1,2,0,0,1,8,Conception de bases de donnees,0
0,18,8,13,0,1,7,0,1,0,1,0,8,Systemes d'exploitation,0
0,18,22,17,1,0,31,0,1,0,1,1,9,Systemes d'exploitation,1
1,25,5,15,1,1,28,0,2,1,1,0,5,Robotique,1
0,27,11,17,1,1,0,0,4,0,1,1,4,Anglais,0
0,22,23,8,0,1,1,1,4,0,1,1,10,Robotique,0
1,23,23,23,0,1,25,0,1,0,0,1,4,Mathematiques discretes,1
0,36,24,25,0,1,14,0,4,0,1,1,10,Philosophie 2,0
0,21,14,11,1,1,7,1,2,1,1,0,8,Machine Learning,1
1,25,24,19,1,1,17,1,0,0,0,0,5,Espagnol,1
1,35,13,9,1,0,14,1,3,0,0,0,6,Machine Learning,1
0,27,13,3,0,0,28,1,3,0,1,1,9,Systemes d'exploitation,1
1,40,28,22,0,1,7,1,3,0,0,1,4,Intelligence artificielle 2,1
1,21,3,2,1,1,19,0,0,1,0,0,5,Programmation orientee objet,0
0,28,4,19,0,1,25,1,1,0,1,0,4,Intelligence artificielle 1,1
1,17,8,22,1,0,35,1,0,0,1,1,7,Developpement web avance,1
1,18,1,12,1,1,35,0,2,1,0,1,9,Intelligence artificielle 2,1
0,34,20,14,1,1,22,0,0,1,0,0,9,Big Data Analytics,1
0,20,16,1,0,0,27,0,0,1,1,0,6,Francais 3,0
1,21,28,25,1,0,12,0,1,0,1,0,9,Application mobile 1,1
0,26,5,8,1,0,10,1,2,0,0,0,8,Structure de base de donnees,1
1,18,11,19,1,1,12,1,0,1,0,0,4,Big Data Analytics,0
1,25,1,15,1,1,13,0,3,0,0,1,9,Fracais 2,1
1,33,20,13,0,0,20,0,3,0,1,0,4,Robotique,0
0,39,19,18,0,0,25,1,3,1,0,1,8,Systemes d'exploitation,1
1,27,9,0,1,1,21,1,2,1,1,1,5,Genie logiciel,1
0,27,15,12,0,1,3,0,1,0,1,1,4,Traitement du langage naturel,1
0,21,21,16,0,0,2,0,1,0,0,1,7,Structure de base de donnees,1
1,24,22,0,1,1,11,1,0,0,1,1,5,Application mobile 2,1
1,33,23,18,0,0,10,0,0,0,0,1,6,Francais 3,0
1,17,5,20,0,1,29,1,3,1,1,0,10,Developpement web avance,0
1,22,26,3,0,0,19,0,1,0,1,0,5,Traitement du langage naturel,1
1,35,20,0,0,1,34,0,1,1,1,1,8,Langages de programmation avances,1
0,26,26,25,0,1,5,1,1,1,0,0,10,Algorithmes avances,0
1,26,2,19,1,0,9,1,0,1,0,1,6,Anglais,0
0,31,23,4,1,1,15,1,4,1,1,0,7,Anglais,1
0,27,13,5,0,0,6,0,4,1,1,1,10,Anglais,1
0,19,12,5,0,1,15,1,2,1,1,1,7,Algorithmes avances,1
0,38,3,18,0,0,7,1,0,1,0,1,9,Intelligence artificielle ethique,0
1,37,30,15,0,0,18,1,4,1,1,0,7,Mathematiques discretes,1
0,23,12,6,0,1,2,0,4,0,1,0,8,Langages de programmation avances,0
1,22,29,20,1,0,18,1,2,0,0,1,5,Securite informatique,1
1,30,1,25,0,0,3,1,3,0,0,0,8,Francais 1,0
1,23,28,9,0,1,33,0,1,1,0,0,9,Philosophie 2,1
1,32,23,15,1,1,20,0,3,1,1,1,7,Philosophie 1,0
0,35,16,12,1,0,35,0,2,1,0,0,6,Securite informatique,1
1,34,4,4,1,1,1,0,2,0,0,1,4,Application mobile 2,1
1,18,4,25,1,1,28,1,0,1,0,1,4,Securite informatique,0
0,21,20,0,0,1,5,1,2,1,1,1,5,Application mobile 2,0
1,27,24,24,1,1,34,0,1,0,1,0,9,Big Data Analytics,1
0,39,16,2,1,0,32,0,2,1,0,1,6,Philosophie 3,1
0,17,16,5,0,0,29,0,3,0,0,0,8,Reseaux informatiques,1
1,26,5,23,1,1,9,1,0,0,1,0,5,Application mobile 1,1
0,31,23,19,1,1,34,1,3,0,0,0,7,Intelligence artificielle 2,0
0,31,8,20,1,1,26,0,1,1,0,1,8,Securite informatique,0
0,21,15,4,0,1,1,0,1,1,1,0,4,Francais 3,0
0,38,13,17,1,0,13,0,1,1,1,0,5,Fracais 2,1
1,22,27,5,0,0,10,0,2,1,1,0,7,Francais 1,0
1,17,8,14,0,1,34,1,0,0,1,1,9,Developpement web avance,0
0,31,2,23,0,0,3,0,1,1,1,0,6,Philosophie 2,1
1,28,25,20,1,0,3,0,1,0,0,1,8,Robotique,1
1,22,14,20,0,0,21,1,2,0,0,0,4,Systemes d'exploitation,1
1,18,3,2,0,1,31,1,1,1,1,0,10,Securite informatique,0
1,31,27,19,1,1,24,0,0,0,0,1,4,Peripheriques et objets connectes,1
0,31,5,21,0,0,34,1,3,0,0,1,10,Philosophie 3,1
1,39,10,13,1,0,6,0,1,1,0,0,5,Francais 3,1
1,32,19,14,0,1,13,1,2,1,1,1,10,Traitement du langage naturel,0
1,23,14,11,0,0,30,0,4,1,0,0,10,Francais 3,1
1,29,20,14,1,0,9,0,4,1,0,1,4,Developpement web avance,1
1,32,30,9,1,0,12,0,1,0,1,1,4,Systemes d'exploitation,1
0,26,15,11,1,0,23,1,1,0,0,1,8,Philosophie 3,1
0,28,12,9,1,0,35,1,2,1,0,1,4,Genie logiciel,1
1,33,24,12,1,1,26,0,1,1,0,1,9,Machine Learning,1
0,27,22,21,1,0,7,1,1,0,1,1,4,Philosophie 1,0
0,34,6,16,1,1,30,1,3,0,1,1,10,Francais 1,0
0,23,8,2,1,0,4,1,0,0,0,1,10,Philosophie 1,0
0,20,25,19,1,0,27,1,4,1,1,1,9,Genie logiciel,0
0,35,9,11,0,0,16,0,1,1,0,0,8,Structure de base de donnees,0
0,24,24,6,0,0,29,0,2,1,0,0,7,Philosophie 1,0
1,35,21,14,1,0,2,0,1,1,0,0,7,Developpement web avance,1
1,35,18,3,1,1,7,1,1,0,0,0,5,Machine Learning,0
1,19,22,14,0,0,14,1,3,1,1,1,9,Intelligence artificielle 1,1
0,31,12,16,1,0,16,1,2,1,0,0,10,Conception de bases de donnees,1
1,20,28,9,1,0,24,1,3,1,0,1,6,Philosophie 1,0
1,31,7,25,0,0,7,1,3,1,1,1,4,Mathematiques discretes,0
1,19,7,0,0,1,2,1,0,1,0,1,9,Application mobile 2,0
1,27,16,18,1,0,27,1,3,1,1,1,9,Francais 3,1
1,26,3,11,1,1,9,1,1,1,1,1,10,Structure de base de donnees,0
1,35,16,18,0,1,12,0,0,1,1,1,4,Mathematiques discretes,1
1,25,22,16,1,1,19,0,1,0,0,0,6,Securite informatique,0
1,31,10,20,1,0,18,1,0,1,0,1,6,Systemes d'exploitation,1
0,25,28,5,0,0,12,0,2,0,0,1,5,Intelligence artificielle 1,0
0,30,9,3,1,1,23,0,0,0,0,0,6,Securite informatique,1
1,27,4,13,1,1,26,0,4,1,0,0,9,Securite informatique,1
0,34,6,20,1,1,26,1,2,1,1,0,8,Peripheriques et objets connectes,1
1,29,9,9,1,0,27,1,3,0,1,1,10,Robotique,0
0,24,23,15,1,0,30,0,2,0,1,1,6,Robotique,1
0,28,26,3,1,1,12,0,2,1,0,1,7,Intelligence artificielle 1,1
0,27,9,10,0,1,3,0,2,1,0,0,4,Philosophie 3,1
1,23,14,22,1,0,31,0,3,0,0,1,9,Machine Learning,1
1,28,27,11,0,1,10,0,1,0,1,1,4,Fracais 2,0
0,28,1,8,1,1,32,1,0,0,1,1,5,Traitement du langage naturel,0
1,22,4,10,0,0,22,1,1,0,1,1,5,Espagnol,0
1,34,6,19,1,0,12,1,3,0,0,0,9,Big Data Analytics,1
1,23,6,13,1,1,6,1,3,0,0,1,5,Fracais 2,0
0,27,3,23,1,0,30,0,4,1,1,0,4,Algorithmes avances,0
1,30,20,10,0,1,31,0,0,0,0,1,5,Espagnol,0
0,40,25,17,0,0,7,0,0,0,0,1,9,Philosophie 3,1
1,29,26,23,1,0,7,0,2,0,1,0,7,Francais 1,0
1,35,10,6,1,0,28,1,4,0,0,0,9,Intelligence artificielle ethique,1
0,19,30,0,0,1,26,1,0,1,0,0,9,Francais 3,1
1,23,19,0,1,0,33,1,1,0,0,1,10,Structure de base de donnees,1
1,33,18,22,1,1,14,1,3,0,1,0,7,Fracais 2,1
1,36,10,13,1,1,29,1,2,1,1,0,9,Espagnol,0
1,24,28,10,1,1,35,1,0,1,0,0,7,Espagnol,1
0,24,29,23,1,1,11,0,3,0,0,1,5,Developpement web avance,1
1,34,10,5,1,1,9,1,4,0,0,0,6,Programmation orientee objet,1
1,17,7,8,1,1,31,0,2,0,1,1,8,Intelligence artificielle 1,0
0,36,25,22,0,1,17,0,0,0,0,1,6,Securite informatique,0
0,27,21,11,1,1,9,1,1,0,1,1,10,Fracais 2,1
1,26,30,16,0,1,4,0,1,1,1,0,9,Espagnol,0
0,24,20,16,0,0,33,0,2,0,1,1,10,Reseaux informatiques,0
1,38,8,12,1,1,18,0,0,0,0,1,4,Philosophie 1,1
0,28,18,14,0,1,9,1,4,0,0,1,10,Philosophie 1,0
1,25,19,12,1,0,21,0,1,1,1,0,4,Anglais,0
0,31,17,20,1,0,10,0,2,0,0,1,9,Anglais,0
1,38,28,25,0,1,33,1,3,1,1,0,6,Fracais 2,1
0,30,1,21,1,0,20,1,3,0,0,0,5,Conception de bases de donnees,1
1,24,27,24,1,0,5,0,0,0,0,1,6,Langages de programmation avances,1
1,35,5,5,1,0,34,0,2,0,0,0,10,Algorithmes avances,0
1,25,22,22,1,0,10,0,2,0,0,1,6,Philosophie 3,1
0,22,10,13,1,1,4,1,4,0,0,1,9,Peripheriques et objets connectes,1
0,31,11,21,0,0,33,0,3,0,0,1,4,Intelligence artificielle ethique,0
0,36,2,19,1,0,33,1,3,1,1,0,10,Reseaux informatiques,1
1,20,8,5,1,1,21,1,1,1,0,0,6,Philosophie 1,0
1,21,22,19,1,1,20,0,3,1,0,0,9,Conception de bases de donnees,0
1,38,2,15,0,1,32,0,2,1,0,0,8,Mathematiques discretes,1
0,34,20,13,1,1,18,0,4,1,0,0,9,Intelligence artificielle ethique,1
0,21,26,20,1,1,8,1,3,0,0,1,4,Big Data Analytics,1
1,24,8,10,1,0,4,0,4,0,1,1,9,Application mobile 2,0
0,40,17,9,1,1,33,1,4,0,1,0,7,Application mobile 2,1
1,19,13,9,1,1,1,1,1,1,1,0,7,Mathematiques discretes,1
0,19,5,1,1,1,10,1,0,0,1,0,4,Application mobile 1,0
0,37,29,14,0,0,24,0,4,0,0,1,6,Philosophie 3,1
0,22,5,9,0,0,33,0,4,1,0,0,8,Philosophie 1,0
1,20,8,17,0,0,35,0,1,0,0,0,5,Big Data Analytics,1
1,38,17,23,1,0,30,1,1,0,0,0,10,Reseaux informatiques,0
0,19,28,12,1,0,14,1,0,1,1,0,9,Application mobile 2,0
0,30,7,19,1,0,3,1,2,1,0,1,10,Systemes d'exploitation,1
1,35,8,16,0,1,6,1,2,1,0,1,6,Application mobile 2,0
0,40,7,15,1,1,19,1,2,1,0,1,5,Traitement du langage naturel,0
0,20,18,8,0,1,23,0,4,0,0,1,8,Reseaux informatiques,0
0,24,26,6,1,0,13,1,3,0,1,0,8,Anglais,0
0,17,19,4,0,0,35,1,3,1,0,1,7,Intelligence artificielle 1,1
0,20,24,11,1,1,30,1,4,0,1,1,5,Programmation orientee objet,0
0,36,13,21,0,0,29,0,2,1,1,1,8,Espagnol,0
1,35,20,1,1,0,22,0,2,0,0,1,7,Robotique,1
1,30,12,12,0,1,35,1,2,1,1,0,10,Philosophie 3,1
0,35,19,2,1,0,8,1,3,0,0,0,8,Machine Learning,1
1,18,30,12,0,1,17,0,2,0,1,0,8,Application mobile 2,1
1,40,30,8,1,1,12,0,1,0,0,0,7,Structure de base de donnees,0
1,18,20,22,1,1,26,1,4,1,1,0,8,Genie logiciel,0
0,25,9,1,0,1,30,1,4,1,0,1,5,Machine Learning,0
0,32,18,6,1,1,15,1,1,1,0,0,10,Developpement web avance,0
1,39,15,7,0,0,19,0,1,0,1,1,6,Genie logiciel,0
0,30,10,3,1,1,1,1,4,1,1,1,9,Intelligence artificielle 2,0
0,39,9,17,0,1,2,0,3,1,1,0,4,Traitement du langage naturel,1
1,33,6,12,1,0,3,0,2,0,1,0,6,Application mobile 1,1
1,37,26,20,0,0,25,0,1,0,1,1,10,Anglais,1
0,24,9,21,1,1,2,1,0,1,1,1,4,Philosophie 3,0
0,39,17,22,0,1,20,0,0,0,1,0,10,Mathematiques discretes,0
0,35,12,16,0,1,16,0,3,1,0,1,6,Langages de programmation avances,1
1,17,12,4,0,1,20,0,0,1,0,1,7,Peripheriques et objets connectes,1
1,30,1,23,1,0,21,0,1,1,1,1,8,Philosophie 2,1
1,30,5,24,0,1,24,0,3,1,1,0,10,Traitement du langage naturel,1
0,36,4,3,0,0,28,1,3,0,1,0,8,Philosophie 1,0
0,26,27,24,1,1,8,0,3,0,1,0,5,Application mobile 1,1
1,28,11,16,1,0,12,1,4,1,0,1,4,Application mobile 2,0
0,34,22,0,0,0,17,0,4,0,1,0,5,Machine Learning,0
1,31,6,12,1,1,14,0,2,0,0,0,6,Big Data Analytics,1
0,27,27,3,0,0,21,0,3,0,0,0,5,Big Data Analytics,0
1,17,28,21,1,0,13,1,4,1,1,1,10,Programmation orientee objet,0
1,27,24,9,1,1,17,1,3,0,1,0,4,Mathematiques discretes,1
1,18,21,15,0,0,1,1,1,1,0,0,7,Developpement web avance,1
0,34,3,8,1,1,6,0,4,0,0,0,6,Securite informatique,1
1,34,2,6,0,1,9,0,0,1,1,1,7,Application mobile 1,0
0,26,22,25,1,1,18,1,4,0,0,0,4,Securite informatique,1
1,28,8,9,1,1,8,1,3,1,1,0,8,Conception de bases de donnees,1
1,37,13,16,1,1,19,1,1,0,1,1,6,Application mobile 2,0
0,33,7,7,0,0,24,1,1,1,1,0,9,Programmation orientee objet,1
1,40,19,21,1,1,27,1,0,0,0,0,7,Fracais 2,0
0,30,1,24,0,1,29,0,4,1,0,1,4,Anglais,0
0,23,10,16,0,0,24,0,1,0,1,1,4,Programmation orientee objet,1
1,30,28,19,1,1,25,1,1,0,0,1,4,Securite informatique,0
1,23,1,2,0,1,4,0,2,1,0,1,6,Conception de bases de donnees,1
0,23,15,25,1,0,11,1,0,0,1,1,7,Intelligence artificielle ethique,0
1,32,20,19,0,1,26,1,3,0,1,1,6,Genie logiciel,1
1,40,9,0,1,1,26,0,3,0,0,0,9,Robotique,0
0,38,29,17,0,1,17,1,3,1,0,0,9,Securite informatique,1
1,32,27,6,1,0,17,1,0,1,0,1,6,Intelligence artificielle ethique,0
0,27,28,13,0,1,30,1,0,0,1,0,4,Francais 1,1
0,28,3,14,1,0,12,1,3,0,1,0,7,Intelligence artificielle ethique,0
1,30,22,12,1,0,15,1,2,0,1,1,4,Fracais 2,1
0,38,29,7,1,0,7,1,1,1,0,0,6,Philosophie 1,1
1,35,27,24,1,1,31,0,1,0,1,0,6,Structure de base de donnees,0
1,23,5,7,0,1,3,1,4,1,1,0,8,Traitement du langage naturel,0
0,18,13,22,0,0,31,1,3,1,1,0,4,Intelligence artificielle 1,1
0,17,20,8,0,1,13,0,3,0,1,0,9,Securite informatique,0
0,19,17,22,0,1,10,1,1,1,0,1,6,Algorithmes avances,1
0,31,1,14,1,1,3,0,1,1,1,0,6,Application mobile 2,0
0,33,20,14,1,0,15,1,0,1,0,1,8,Philosophie 1,0
1,21,2,6,1,0,22,1,4,0,1,0,5,Systemes d'exploitation,0
0,30,18,16,0,0,15,0,3,0,0,0,6,Intelligence artificielle 2,0
1,39,15,9,0,1,11,1,3,1,1,1,10,Structure de base de donnees,1
1,25,2,12,1,1,32,1,0,0,1,0,10,Programmation orientee objet,1
1,40,6,20,1,0,27,0,3,1,1,1,5,Structure de base de donnees,0
0,29,26,10,0,1,14,0,0,1,1,0,7,Philosophie 3,1
1,24,6,5,1,0,33,0,1,0,0,0,7,Francais 3,0
1,25,1,6,0,0,10,0,3,0,1,0,5,Programmation orientee objet,0
0,21,6,14,1,1,18,0,4,0,1,0,5,Anglais,1
1,19,2,6,0,1,1,1,4,1,0,1,7,Programmation orientee objet,0
1,25,6,20,1,0,3,1,1,1,1,1,5,Intelligence artificielle 2,1
1,23,15,3,1,1,15,0,3,1,0,0,4,Philosophie 2,0
1,23,12,18,1,1,7,1,2,1,1,1,4,Programmation orientee objet,1
0,21,14,24,1,0,19,0,3,0,0,1,5,Machine Learning,0
1,25,23,14,1,0,1,0,0,0,1,0,5,Traitement du langage naturel,0
1,20,28,4,1,0,20,1,1,1,0,0,8,Reseaux informatiques,1
