sexe,age,distance_parcourus,nombre_heure_retard,travail,premiere_fois,nb_heure_travail_semaine,Tutorat,nationalite,vehicule,vis_seul,etat_matrimonial,heure_moyenne_sommeil,Nom_cours,classe
F,19,14,10,oui,oui,43,non,Asie,non,non,en couple,6,Peripheriques et objets connectes,cours reussit
M,30,39,2,non,oui,60,oui,Amerique,non,non,en couple,4,Reseaux informatiques,cours echoue
M,39,81,10,non,oui,37,oui,Europe,non,non,celibataire,4,Machine Learning,cours echoue
M,25,77,6,non,non,19,non,Amerique,non,oui,en couple,5,Traitement du langage naturel,cours reussit
F,39,96,10,oui,non,31,oui,Europe,oui,oui,en couple,5,Application mobile 1,cours echoue
M,27,72,2,oui,oui,38,oui,Oceanie,oui,non,en couple,8,Programmation orientee objet,cours echoue
M,22,58,1,non,oui,43,non,Afrique,non,non,celibataire,8,Intelligence artificielle ethique,cours echoue
M,25,71,8,oui,non,53,non,Afrique,non,non,celibataire,6,Francais 1,cours echoue
F,37,53,4,non,non,57,oui,Asie,non,non,celibataire,9,Machine Learning,cours echoue
F,26,20,8,non,non,32,non,Asie,oui,oui,en couple,9,Fracais 2,cours echoue
M,23,15,3,non,non,40,non,Afrique,oui,oui,en couple,5,Langages de programmation avances,cours echoue
M,39,24,2,oui,non,39,oui,Asie,oui,oui,celibataire,6,Structure de base de donnees,cours reussit
F,33,13,6,oui,oui,8,non,Amerique,oui,oui,celibataire,6,Espagnol,cours reussit
F,18,43,5,oui,non,48,oui,Afrique,oui,non,en couple,9,Philosophie 3,cours reussit
M,20,59,5,non,oui,18,oui,Amerique,non,oui,en couple,5,Machine Learning,cours reussit
M,28,22,6,oui,non,4,oui,Amerique,non,oui,celibataire,7,Application mobile 2,cours echoue
M,36,31,8,oui,non,19,oui,Asie,oui,non,en couple,9,Structure de base de donnees,cours echoue
M,34,13,1,non,oui,17,oui,Afrique,non,non,en couple,10,Genie logiciel,cours reussit
F,18,33,8,oui,oui,22,non,Amerique,oui,oui,en couple,7,Genie logiciel,cours echoue
F,32,70,5,oui,oui,31,non,Asie,non,non,en couple,8,Mathematiques discretes,cours reussit
F,31,30,1,oui,non,12,non,Europe,oui,oui,celibataire,10,Anglais,cours echoue
F,30,21,1,oui,oui,29,non,Europe,non,non,celibataire,7,Anglais,cours echoue
M,31,14,5,oui,oui,60,non,Asie,non,non,en couple,9,Securite informatique,cours reussit
F,27,100,7,non,non,3,oui,Amerique,non,oui,celibataire,4,Programmation orientee objet,cours reussit
M,30,39,4,non,non,34,non,Afrique,non,non,celibataire,7,Systemes d'exploitation,cours echoue
M,30,91,10,non,oui,8,non,Oceanie,non,non,celibataire,6,Langages de programmation avances,cours echoue
M,21,59,5,non,oui,51,oui,Asie,non,non,celibataire,4,Traitement du langage naturel,cours reussit
F,39,18,3,non,oui,57,oui,Amerique,oui,non,celibataire,10,Securite informatique,cours reussit
F,25,43,8,non,non,44,oui,Amerique,non,oui,en couple,5,Espagnol,cours reussit
M,36,20,2,oui,oui,2,oui,Amerique,oui,oui,en couple,9,Intelligence artificielle 2,cours reussit
F,29,67,2,oui,oui,1,oui,Europe,non,non,celibataire,8,Application mobile 1,cours reussit
F,40,75,3,non,non,54,non,Asie,non,non,en couple,7,Reseaux informatiques,cours reussit
F,32,3,8,oui,non,55,oui,Amerique,non,oui,celibataire,9,Genie logiciel,cours echoue
F,30,65,3,oui,oui,17,oui,Oceanie,oui,non,en couple,9,Philosophie 3,cours echoue
F,21,9,6,non,oui,23,oui,Asie,non,non,celibataire,10,Application mobile 2,cours echoue
M,29,23,9,oui,oui,27,non,Asie,oui,oui,celibataire,5,Machine Learning,cours reussit
F,29,12,8,oui,non,4,oui,Europe,oui,non,celibataire,10,Fracais 2,cours reussit
F,30,31,2,non,oui,56,non,Amerique,non,non,en couple,8,Langages de programmation avances,cours echoue
M,24,61,6,non,non,44,oui,Europe,non,oui,celibataire,8,Philosophie 3,cours reussit
M,33,21,10,non,non,32,non,Oceanie,non,non,celibataire,6,Francais 1,cours echoue
F,39,87,1,oui,non,59,non,Asie,non,oui,en couple,8,Genie logiciel,cours reussit
M,24,85,4,non,oui,21,oui,Europe,oui,oui,en couple,4,Algorithmes avances,cours reussit
F,19,99,0,non,non,38,oui,Asie,non,non,celibataire,7,Structure de base de donnees,cours echoue
F,25,89,3,oui,non,12,non,Oceanie,oui,non,en couple,10,Securite informatique,cours echoue
M,33,96,7,non,non,15,non,Europe,non,oui,en couple,6,Intelligence artificielle 1,cours echoue
M,30,51,9,non,non,51,oui,Asie,oui,non,celibataire,6,Intelligence artificielle ethique,cours echoue
F,21,13,5,non,non,39,non,Afrique,non,non,en couple,5,Anglais,cours reussit
F,18,43,3,non,non,24,non,Europe,non,non,celibataire,7,Machine Learning,cours echoue
M,28,42,6,oui,non,57,non,Amerique,oui,oui,en couple,10,Anglais,cours echoue
F,19,42,7,non,non,48,oui,Europe,non,oui,celibataire,6,Intelligence artificielle ethique,cours echoue
M,32,63,2,non,non,34,oui,Amerique,non,non,celibataire,10,Robotique,cours echoue
F,18,11,4,oui,oui,45,oui,Amerique,non,non,en couple,4,Mathematiques discretes,cours echoue
F,27,90,3,oui,non,14,oui,Europe,non,oui,celibataire,10,Philosophie 2,cours echoue
M,27,22,5,non,oui,47,non,Europe,non,non,celibataire,8,Application mobile 2,cours reussit
M,34,99,9,oui,oui,16,non,Afrique,non,oui,celibataire,10,Espagnol,cours echoue
M,31,48,0,oui,oui,55,oui,Asie,oui,oui,celibataire,7,Espagnol,cours echoue
F,34,53,7,non,oui,32,oui,Afrique,non,oui,en couple,4,Big Data Analytics,cours reussit
F,25,18,0,oui,non,53,non,Afrique,oui,non,en couple,7,Application mobile 2,cours echoue
F,25,93,6,oui,oui,14,oui,Amerique,non,non,en couple,7,Philosophie 2,cours echoue
M,24,56,1,oui,oui,43,non,Europe,oui,oui,celibataire,7,Programmation orientee objet,cours reussit
M,29,0,3,oui,oui,46,oui,Oceanie,non,oui,celibataire,7,Algorithmes avances,cours reussit
M,18,40,3,non,non,36,non,Oceanie,oui,non,en couple,8,Traitement du langage naturel,cours reussit
M,36,28,7,oui,non,3,non,Asie,oui,oui,celibataire,7,Machine Learning,cours echoue
F,18,0,2,oui,oui,25,non,Oceanie,oui,non,celibataire,10,Conception de bases de donnees,cours echoue
F,22,18,4,oui,non,26,non,Oceanie,oui,oui,en couple,5,Application mobile 2,cours reussit
F,40,32,8,oui,non,27,non,Europe,oui,oui,celibataire,5,Developpement web avance,cours echoue
M,35,50,6,oui,non,34,oui,Europe,non,oui,en couple,6,Peripheriques et objets connectes,cours echoue
M,24,0,1,non,non,10,non,Europe,oui,oui,en couple,9,Mathematiques discretes,cours reussit
F,24,15,2,oui,non,39,non,Oceanie,oui,non,celibataire,10,Peripheriques et objets connectes,cours reussit
F,33,34,4,non,non,32,non,Europe,non,oui,en couple,6,Genie logiciel,cours reussit
F,37,76,10,oui,non,43,non,Europe,oui,non,celibataire,6,Application mobile 1,cours reussit
F,30,5,9,non,non,57,non,Oceanie,oui,oui,en couple,8,Big Data Analytics,cours echoue
F,27,49,5,oui,oui,39,oui,Amerique,oui,non,en couple,10,Structure de base de donnees,cours reussit
F,23,38,8,oui,non,42,oui,Europe,non,oui,en couple,7,Application mobile 1,cours reussit
M,32,15,7,oui,oui,43,non,Oceanie,non,oui,en couple,6,Langages de programmation avances,cours reussit
F,37,50,3,oui,oui,27,oui,Europe,oui,non,celibataire,8,Developpement web avance,cours reussit
M,31,41,9,oui,oui,50,oui,Oceanie,oui,non,en couple,6,Intelligence artificielle 2,cours reussit
F,38,89,6,non,non,23,oui,Amerique,non,oui,en couple,8,Application mobile 1,cours echoue
F,33,79,9,non,oui,23,non,Europe,oui,non,celibataire,7,Big Data Analytics,cours echoue
F,40,51,10,non,oui,41,non,Europe,non,oui,en couple,4,Intelligence artificielle 1,cours echoue
F,29,97,5,non,oui,45,non,Europe,non,non,celibataire,5,Application mobile 1,cours reussit
F,39,93,10,oui,non,15,non,Amerique,oui,oui,en couple,4,Intelligence artificielle 2,cours reussit
M,27,58,4,oui,oui,54,non,Asie,non,oui,en couple,10,Mathematiques discretes,cours reussit
F,23,72,8,non,non,8,oui,Europe,non,oui,celibataire,7,Intelligence artificielle 2,cours echoue
M,36,50,5,non,oui,2,non,Oceanie,oui,oui,en couple,7,Systemes d'exploitation,cours reussit
F,21,45,4,oui,oui,51,non,Afrique,non,non,en couple,9,Traitement du langage naturel,cours echoue
M,37,84,2,oui,non,56,oui,Europe,oui,non,celibataire,5,Programmation orientee objet,cours echoue
F,30,35,0,non,oui,25,non,Asie,oui,oui,en couple,5,Developpement web avance,cours reussit
F,18,8,10,non,non,31,non,Europe,oui,oui,celibataire,4,Intelligence artificielle ethique,cours echoue
F,23,28,7,non,oui,10,oui,Afrique,non,oui,en couple,6,Conception de bases de donnees,cours echoue
F,39,10,9,non,non,38,non,Amerique,non,non,celibataire,7,Conception de bases de donnees,cours reussit
F,18,81,9,non,non,15,non,Amerique,oui,oui,celibataire,6,Application mobile 2,cours reussit
F,28,88,2,non,oui,9,oui,Europe,non,oui,celibataire,5,Philosophie 1,cours echoue
M,39,86,3,non,non,11,oui,Oceanie,oui,oui,celibataire,6,Securite informatique,cours reussit
F,38,78,1,non,non,17,non,Asie,non,oui,celibataire,6,Mathematiques discretes,cours reussit
F,27,48,4,oui,non,49,oui,Europe,non,non,celibataire,10,Robotique,cours echoue
M,35,51,5,oui,non,57,oui,Europe,non,oui,en couple,8,Langages de programmation avances,cours echoue
F,37,3,4,oui,non,1,oui,Amerique,oui,oui,en couple,9,Machine Learning,cours reussit
M,20,100,9,oui,oui,49,oui,Europe,oui,non,en couple,6,Big Data Analytics,cours reussit
F,30,85,0,oui,non,38,non,Asie,non,non,celibataire,4,Robotique,cours reussit
M,23,33,7,non,oui,23,oui,Europe,non,non,en couple,7,Intelligence artificielle ethique,cours reussit
M,22,55,0,oui,non,51,oui,Amerique,oui,non,celibataire,5,Algorithmes avances,cours reussit
F,40,49,7,oui,oui,45,oui,Asie,oui,non,celibataire,10,Mathematiques discretes,cours reussit
F,18,26,6,non,non,40,oui,Oceanie,non,oui,celibataire,10,Reseaux informatiques,cours echoue
M,27,61,4,oui,oui,39,oui,Europe,non,non,en couple,10,Traitement du langage naturel,cours reussit
M,27,14,5,non,oui,11,non,Europe,oui,non,en couple,9,Philosophie 2,cours echoue
M,23,5,9,non,oui,35,non,Oceanie,non,oui,en couple,8,Robotique,cours echoue
M,38,28,3,oui,oui,34,oui,Oceanie,non,oui,celibataire,5,Espagnol,cours reussit
M,23,32,3,non,non,18,oui,Oceanie,oui,non,celibataire,6,Espagnol,cours reussit
M,27,57,5,oui,non,3,non,Europe,oui,non,en couple,7,Espagnol,cours echoue
F,40,69,6,oui,oui,58,non,Asie,non,oui,en couple,10,Robotique,cours echoue
M,31,91,7,non,oui,1,non,Europe,non,non,celibataire,10,Traitement du langage naturel,cours echoue
M,23,50,4,non,oui,32,oui,Afrique,non,oui,en couple,10,Francais 3,cours reussit
F,21,5,9,non,non,14,non,Amerique,non,oui,celibataire,10,Securite informatique,cours echoue
F,39,72,4,non,oui,25,non,Amerique,oui,non,en couple,4,Conception de bases de donnees,cours reussit
F,24,3,10,oui,non,54,oui,Afrique,oui,non,celibataire,7,Robotique,cours reussit
F,18,31,3,non,non,21,non,Oceanie,non,oui,celibataire,5,Reseaux informatiques,cours reussit
M,28,26,5,oui,oui,18,oui,Amerique,oui,non,celibataire,10,Francais 3,cours reussit
M,28,48,2,non,non,22,non,Asie,non,non,en couple,5,Developpement web avance,cours reussit
F,30,80,5,non,oui,47,oui,Amerique,non,oui,en couple,4,Genie logiciel,cours reussit
F,23,14,9,non,non,47,oui,Europe,non,non,en couple,6,Big Data Analytics,cours echoue
M,26,86,10,non,oui,42,non,Amerique,non,oui,en couple,8,Langages de programmation avances,cours echoue
F,20,65,6,non,non,14,non,Amerique,oui,oui,en couple,7,Philosophie 1,cours reussit
F,18,44,0,non,non,40,oui,Afrique,non,oui,celibataire,4,Big Data Analytics,cours echoue
M,36,15,8,non,oui,21,oui,Amerique,oui,oui,en couple,8,Application mobile 1,cours echoue
M,35,9,6,non,oui,30,non,Europe,non,oui,celibataire,4,Securite informatique,cours echoue
F,34,25,5,oui,non,18,oui,Europe,oui,oui,en couple,7,Fracais 2,cours echoue
F,37,56,0,non,non,25,non,Afrique,oui,non,en couple,7,Robotique,cours reussit
M,31,51,1,non,oui,11,non,Oceanie,non,non,en couple,8,Francais 1,cours echoue
F,30,26,10,oui,oui,24,non,Europe,oui,oui,celibataire,10,Mathematiques discretes,cours reussit
F,24,79,4,non,non,32,oui,Afrique,oui,oui,celibataire,7,Developpement web avance,cours echoue
M,23,98,5,oui,non,30,non,Europe,oui,oui,en couple,4,Structure de base de donnees,cours echoue
F,30,67,4,non,oui,3,non,Asie,non,oui,en couple,5,Application mobile 1,cours reussit
F,34,95,3,non,non,60,oui,Europe,oui,oui,celibataire,4,Programmation orientee objet,cours reussit
F,19,3,9,non,oui,50,oui,Asie,oui,oui,celibataire,9,Big Data Analytics,cours reussit
F,18,95,5,non,non,20,oui,Oceanie,oui,oui,en couple,10,Big Data Analytics,cours echoue
F,29,82,5,non,non,57,non,Afrique,non,oui,celibataire,6,Application mobile 2,cours echoue
F,28,58,1,non,oui,9,non,Europe,oui,oui,en couple,4,Anglais,cours reussit
F,26,98,9,oui,non,52,non,Oceanie,non,non,en couple,9,Securite informatique,cours reussit
F,40,21,5,oui,oui,24,oui,Amerique,non,non,en couple,9,Reseaux informatiques,cours echoue
F,37,7,4,oui,non,51,non,Asie,non,non,en couple,7,Langages de programmation avances,cours reussit
M,35,11,0,non,non,49,oui,Europe,oui,non,celibataire,6,Traitement du langage naturel,cours reussit
M,20,26,2,oui,oui,7,oui,Europe,oui,non,en couple,6,Traitement du langage naturel,cours echoue
F,37,77,3,non,oui,11,oui,Amerique,non,non,celibataire,6,Programmation orientee objet,cours echoue
F,20,58,5,non,non,5,oui,Afrique,oui,non,celibataire,8,Developpement web avance,cours reussit
F,37,68,8,oui,oui,19,oui,Europe,non,oui,en couple,9,Mathematiques discretes,cours reussit
F,26,59,5,oui,oui,38,oui,Amerique,oui,oui,en couple,8,Langages de programmation avances,cours reussit
M,19,34,10,non,non,27,oui,Asie,oui,oui,en couple,4,Reseaux informatiques,cours reussit
F,36,90,5,oui,oui,21,non,Europe,oui,oui,celibataire,7,Langages de programmation avances,cours reussit
M,38,45,6,oui,non,36,non,Asie,non,non,en couple,6,Philosophie 1,cours reussit
F,31,68,10,oui,oui,54,non,Europe,oui,oui,celibataire,6,Genie logiciel,cours reussit
M,26,55,3,non,oui,14,oui,Europe,oui,oui,celibataire,10,Philosophie 1,cours echoue
F,23,41,0,non,non,42,non,Oceanie,non,non,celibataire,7,Espagnol,cours echoue
M,39,31,2,oui,oui,29,oui,Asie,non,oui,celibataire,5,Conception de bases de donnees,cours echoue
M,36,87,9,non,oui,4,oui,Amerique,non,non,celibataire,7,Robotique,cours reussit
F,34,78,10,oui,oui,30,oui,Oceanie,oui,oui,celibataire,10,Intelligence artificielle 1,cours reussit
F,24,99,10,oui,oui,8,oui,Amerique,non,oui,en couple,5,Francais 1,cours reussit
M,40,82,9,non,oui,2,oui,Europe,oui,oui,en couple,6,Anglais,cours reussit
F,29,93,1,oui,non,4,non,Asie,non,oui,en couple,7,Developpement web avance,cours reussit
F,22,83,7,non,oui,51,non,Asie,oui,non,en couple,9,Conception de bases de donnees,cours reussit
M,38,38,2,non,non,11,oui,Asie,non,oui,celibataire,9,Algorithmes avances,cours reussit
M,21,58,10,oui,oui,34,oui,Afrique,oui,non,en couple,10,Mathematiques discretes,cours reussit
M,28,97,10,non,non,2,non,Asie,non,non,en couple,4,Intelligence artificielle 1,cours echoue
M,18,29,2,oui,oui,21,oui,Asie,oui,oui,celibataire,5,Intelligence artificielle 2,cours reussit
M,24,83,2,oui,oui,17,non,Oceanie,non,non,en couple,6,Developpement web avance,cours echoue
M,30,43,6,non,non,34,oui,Oceanie,oui,non,en couple,4,Francais 1,cours reussit
M,18,29,10,non,non,2,oui,Amerique,oui,oui,celibataire,8,Algorithmes avances,cours echoue
M,34,77,1,non,non,1,non,Europe,oui,non,en couple,6,Philosophie 1,cours echoue
F,35,78,10,oui,non,2,non,Asie,oui,non,en couple,9,Reseaux informatiques,cours reussit
M,40,77,3,oui,non,51,oui,Europe,oui,non,celibataire,10,Mathematiques discretes,cours echoue
M,29,67,5,oui,oui,32,non,Oceanie,non,non,en couple,6,Fracais 2,cours echoue
F,18,43,9,non,oui,9,oui,Oceanie,non,non,en couple,10,Francais 1,cours echoue
M,34,42,0,oui,non,33,non,Amerique,non,non,celibataire,8,Big Data Analytics,cours reussit
F,39,56,6,non,non,57,non,Europe,non,non,en couple,5,Genie logiciel,cours echoue
M,22,78,5,non,non,42,non,Asie,non,non,en couple,4,Reseaux informatiques,cours reussit
F,35,52,5,oui,non,50,non,Oceanie,non,non,celibataire,4,Application mobile 1,cours reussit
F,36,71,3,oui,non,52,oui,Amerique,oui,non,celibataire,6,Philosophie 1,cours echoue
M,20,15,5,oui,oui,34,oui,Europe,non,non,en couple,9,Conception de bases de donnees,cours reussit
F,32,86,8,oui,non,29,non,Oceanie,oui,non,celibataire,7,Langages de programmation avances,cours reussit
F,37,38,2,oui,non,19,non,Amerique,non,non,celibataire,6,Anglais,cours reussit
F,22,56,2,oui,oui,22,non,Amerique,non,non,en couple,5,Application mobile 1,cours reussit
M,25,28,4,non,non,34,oui,Afrique,non,oui,en couple,10,Intelligence artificielle 1,cours echoue
M,33,94,4,non,non,13,oui,Europe,oui,non,celibataire,7,Philosophie 2,cours echoue
F,22,63,7,oui,oui,6,non,Afrique,non,non,celibataire,6,Systemes d'exploitation,cours reussit
M,21,2,5,non,oui,22,non,Amerique,non,oui,en couple,5,Intelligence artificielle ethique,cours echoue
F,32,81,3,oui,oui,49,oui,Afrique,non,oui,en couple,9,Langages de programmation avances,cours reussit
M,21,68,5,non,oui,35,non,Oceanie,oui,non,celibataire,4,Securite informatique,cours reussit
M,19,66,2,non,non,45,oui,Amerique,oui,oui,celibataire,10,Algorithmes avances,cours echoue
F,28,93,2,oui,non,32,oui,Asie,non,oui,celibataire,4,Programmation orientee objet,cours reussit
F,18,1,3,oui,non,27,oui,Europe,non,non,celibataire,7,Systemes d'exploitation,cours reussit
M,34,47,1,oui,oui,44,oui,Oceanie,oui,non,en couple,7,Application mobile 1,cours echoue
F,19,93,6,non,non,28,non,Oceanie,oui,non,celibataire,6,Big Data Analytics,cours reussit
F,35,39,6,oui,oui,1,non,Europe,non,non,en couple,6,Algorithmes avances,cours reussit
M,25,81,9,oui,non,56,non,Oceanie,non,oui,celibataire,5,Intelligence artificielle ethique,cours echoue
F,31,26,0,non,non,25,non,Oceanie,non,oui,celibataire,7,Intelligence artificielle ethique,cours echoue
F,28,89,8,non,non,28,non,Asie,oui,oui,celibataire,8,Robotique,cours reussit
M,40,54,4,oui,oui,47,non,Oceanie,non,oui,celibataire,4,Philosophie 1,cours reussit
F,40,51,10,non,non,37,non,Asie,non,oui,en couple,10,Mathematiques discretes,cours reussit
M,18,41,8,non,non,32,non,Afrique,non,non,en couple,10,Algorithmes avances,cours reussit
M,24,72,6,non,non,18,non,Amerique,oui,non,en couple,9,Conception de bases de donnees,cours echoue
M,29,87,9,oui,oui,50,oui,Asie,oui,oui,en couple,6,Genie logiciel,cours reussit
F,20,33,5,oui,oui,6,non,Amerique,oui,oui,en couple,5,Francais 1,cours echoue
M,31,72,4,oui,non,1,oui,Amerique,non,oui,celibataire,7,Programmation orientee objet,cours echoue
F,18,69,8,non,non,51,oui,Afrique,oui,non,celibataire,4,Structure de base de donnees,cours reussit
M,22,76,3,oui,oui,5,oui,Asie,non,oui,celibataire,4,Application mobile 2,cours reussit
F,33,68,2,non,non,18,oui,Amerique,non,oui,celibataire,7,Intelligence artificielle ethique,cours reussit
M,30,21,5,non,oui,56,oui,Europe,oui,non,celibataire,10,Genie logiciel,cours echoue
M,18,2,2,non,non,32,oui,Europe,non,oui,celibataire,8,Big Data Analytics,cours reussit
M,26,32,10,oui,non,13,oui,Oceanie,oui,oui,celibataire,8,Genie logiciel,cours reussit
F,30,51,6,oui,oui,44,non,Europe,non,non,en couple,8,Reseaux informatiques,cours echoue
F,26,51,9,oui,non,7,non,Oceanie,non,non,celibataire,4,Securite informatique,cours reussit
F,40,19,1,oui,oui,11,non,Europe,non,non,celibataire,6,Genie logiciel,cours reussit
F,40,79,4,oui,non,23,non,Afrique,non,non,celibataire,8,Philosophie 2,cours echoue
M,35,36,3,oui,non,31,non,Europe,oui,oui,celibataire,10,Mathematiques discretes,cours reussit
F,33,80,5,oui,oui,29,non,Amerique,non,non,celibataire,5,Espagnol,cours echoue
M,20,50,9,non,non,50,non,Afrique,non,oui,en couple,7,Big Data Analytics,cours reussit
F,35,20,6,non,non,39,non,Afrique,oui,non,en couple,6,Systemes d'exploitation,cours reussit
F,22,73,2,non,oui,1,non,Oceanie,non,non,celibataire,9,Machine Learning,cours reussit
M,35,53,8,non,non,32,oui,Europe,non,oui,en couple,10,Traitement du langage naturel,cours echoue
M,26,64,8,non,non,57,non,Europe,oui,non,en couple,7,Anglais,cours reussit
F,35,89,10,oui,oui,40,non,Asie,oui,non,en couple,4,Francais 3,cours echoue
F,36,19,0,non,oui,46,oui,Oceanie,non,non,celibataire,5,Francais 1,cours echoue
F,39,20,2,non,oui,16,oui,Afrique,oui,non,celibataire,10,Francais 1,cours reussit
F,21,52,5,non,oui,35,oui,Oceanie,oui,non,celibataire,10,Peripheriques et objets connectes,cours reussit
F,26,59,8,oui,oui,38,non,Asie,non,non,en couple,7,Anglais,cours reussit
F,19,36,7,oui,oui,45,non,Europe,oui,oui,celibataire,10,Big Data Analytics,cours echoue
M,30,30,0,oui,oui,42,oui,Asie,non,non,celibataire,8,Francais 3,cours reussit
F,25,8,4,non,oui,1,oui,Europe,non,oui,en couple,10,Genie logiciel,cours echoue
F,39,35,10,non,non,23,oui,Amerique,non,non,celibataire,6,Conception de bases de donnees,cours reussit
F,19,98,5,non,oui,50,non,Asie,oui,non,celibataire,10,Anglais,cours reussit
F,39,90,0,non,non,28,oui,Asie,oui,non,en couple,7,Intelligence artificielle ethique,cours reussit
F,29,38,5,oui,non,37,oui,Amerique,non,non,celibataire,9,Peripheriques et objets connectes,cours reussit
F,28,67,6,non,non,16,non,Asie,oui,non,en couple,4,Securite informatique,cours reussit
M,38,79,4,non,oui,22,oui,Amerique,non,oui,celibataire,10,Robotique,cours echoue
F,19,13,9,oui,oui,36,non,Asie,non,non,en couple,10,Machine Learning,cours reussit
F,33,93,9,non,non,46,oui,Oceanie,oui,oui,celibataire,5,Application mobile 2,cours echoue
M,21,28,6,non,non,46,non,Amerique,oui,non,celibataire,8,Big Data Analytics,cours reussit
M,23,68,0,oui,oui,31,non,Oceanie,oui,oui,en couple,8,Reseaux informatiques,cours echoue
M,34,92,9,oui,non,25,non,Oceanie,oui,oui,celibataire,8,Traitement du langage naturel,cours reussit
F,39,62,7,oui,non,42,oui,Amerique,oui,non,en couple,5,Application mobile 1,cours reussit
M,38,51,9,oui,non,38,oui,Asie,oui,non,en couple,10,Reseaux informatiques,cours echoue
F,39,69,0,non,non,52,oui,Amerique,non,non,en couple,6,Langages de programmation avances,cours reussit
M,27,98,5,oui,oui,0,non,Oceanie,non,oui,en couple,7,Application mobile 1,cours echoue
M,29,59,7,oui,oui,58,non,Europe,oui,oui,celibataire,10,Peripheriques et objets connectes,cours reussit
F,38,44,0,oui,non,7,non,Afrique,non,non,celibataire,9,Robotique,cours reussit
F,38,93,7,oui,non,14,non,Oceanie,non,oui,en couple,9,Espagnol,cours reussit
M,34,0,9,oui,oui,35,non,Amerique,non,oui,celibataire,5,Developpement web avance,cours echoue
F,25,48,10,oui,non,49,oui,Europe,non,oui,celibataire,4,Traitement du langage naturel,cours reussit
F,22,79,10,non,non,24,oui,Oceanie,non,oui,celibataire,4,Fracais 2,cours reussit
M,39,66,0,oui,oui,20,non,Oceanie,non,non,celibataire,7,Mathematiques discretes,cours echoue
F,19,82,8,non,oui,0,oui,Amerique,oui,non,en couple,5,Traitement du langage naturel,cours echoue
F,35,60,1,non,oui,26,non,Afrique,non,oui,celibataire,8,Robotique,cours echoue
M,37,46,7,oui,non,27,non,Amerique,non,oui,en couple,5,Espagnol,cours echoue
F,29,93,2,non,non,14,oui,Europe,oui,non,en couple,10,Traitement du langage naturel,cours echoue
F,26,37,2,non,non,11,non,Asie,oui,oui,en couple,7,Securite informatique,cours echoue
F,25,6,1,oui,oui,4,non,Afrique,non,non,en couple,4,Genie logiciel,cours echoue
M,35,19,1,non,oui,0,non,Amerique,non,non,en couple,8,Programmation orientee objet,cours echoue
F,34,86,3,oui,oui,34,non,Amerique,non,non,celibataire,5,Securite informatique,cours echoue
M,27,3,7,non,oui,32,oui,Asie,non,oui,en couple,6,Machine Learning,cours echoue
M,30,55,8,non,oui,5,non,Afrique,non,oui,celibataire,6,Intelligence artificielle 1,cours echoue
M,30,74,0,non,non,13,non,Afrique,oui,non,en couple,4,Fracais 2,cours echoue
F,25,64,7,oui,non,12,oui,Asie,non,oui,en couple,8,Francais 1,cours echoue
M,19,65,4,non,non,31,oui,Asie,non,oui,en couple,8,Intelligence artificielle ethique,cours reussit
M,36,23,0,oui,non,30,non,Asie,oui,non,celibataire,9,Machine Learning,cours echoue
F,20,93,3,oui,non,53,non,Oceanie,non,non,celibataire,4,Conception de bases de donnees,cours echoue
M,33,68,10,non,non,50,non,Asie,non,non,celibataire,10,Securite informatique,cours reussit
F,18,99,7,oui,non,59,oui,Asie,non,oui,celibataire,10,Intelligence artificielle ethique,cours reussit
M,25,76,3,non,oui,11,oui,Oceanie,non,non,en couple,4,Structure de base de donnees,cours echoue
F,25,11,6,non,non,13,oui,Afrique,non,non,en couple,8,Big Data Analytics,cours echoue
M,26,0,10,oui,non,17,non,Amerique,non,oui,celibataire,9,Philosophie 3,cours echoue
M,38,98,2,oui,oui,23,non,Afrique,non,non,celibataire,9,Peripheriques et objets connectes,cours echoue
M,34,18,9,non,non,47,non,Afrique,oui,oui,en couple,9,Francais 1,cours echoue
M,28,36,7,oui,non,23,oui,Europe,non,non,celibataire,10,Securite informatique,cours echoue
F,20,44,6,non,oui,56,non,Amerique,oui,oui,celibataire,5,Intelligence artificielle 2,cours echoue
F,32,14,4,non,non,10,oui,Europe,non,non,celibataire,5,Philosophie 3,cours echoue
M,31,79,0,non,non,39,oui,Oceanie,oui,non,celibataire,10,Big Data Analytics,cours echoue
M,35,89,8,oui,non,47,oui,Asie,oui,oui,en couple,6,Robotique,cours reussit
F,36,58,0,non,oui,41,oui,Afrique,oui,non,celibataire,9,Securite informatique,cours reussit
F,29,91,2,oui,non,44,oui,Oceanie,non,non,en couple,7,Philosophie 3,cours echoue
M,23,98,10,non,non,30,oui,Afrique,oui,non,celibataire,6,Philosophie 2,cours echoue
F,36,50,3,non,non,28,non,Oceanie,oui,non,en couple,5,Anglais,cours reussit
M,20,28,9,non,non,45,non,Asie,oui,non,celibataire,7,Programmation orientee objet,cours echoue
F,21,86,6,oui,oui,49,oui,Oceanie,non,oui,en couple,8,Intelligence artificielle 2,cours echoue
M,30,87,9,non,oui,35,oui,Amerique,oui,non,celibataire,4,Philosophie 1,cours reussit
F,34,82,2,oui,non,15,oui,Afrique,oui,oui,celibataire,6,Systemes d'exploitation,cours reussit
F,35,52,1,oui,oui,36,oui,Afrique,non,oui,en couple,5,Intelligence artificielle 1,cours echoue
F,23,61,5,oui,oui,8,non,Afrique,non,non,celibataire,6,Machine Learning,cours reussit
